month,year,temperature,dewpoint,windspeed,Soilwater_L1,Precipitation,field,temperature_b1,temperature_b2,temperature_b3,temperature_b4,temperature_b5,temperature_b6,temperature_b7,temperature_b8,temperature_b9,temperature_b10,temperature_b11,temperature_b12,dewpoint_b1,dewpoint_b2,dewpoint_b3,dewpoint_b4,dewpoint_b5,dewpoint_b6,dewpoint_b7,dewpoint_b8,dewpoint_b9,dewpoint_b10,dewpoint_b11,dewpoint_b12,windspeed_b1,windspeed_b2,windspeed_b3,windspeed_b4,windspeed_b5,windspeed_b6,windspeed_b7,windspeed_b8,windspeed_b9,windspeed_b10,windspeed_b11,windspeed_b12,Soilwater_L1_b1,Soilwater_L1_b2,Soilwater_L1_b3,Soilwater_L1_b4,Soilwater_L1_b5,Soilwater_L1_b6,Soilwater_L1_b7,Soilwater_L1_b8,Soilwater_L1_b9,Soilwater_L1_b10,Soilwater_L1_b11,Soilwater_L1_b12,Precipitation_b1,Precipitation_b2,Precipitation_b3,Precipitation_b4,Precipitation_b5,Precipitation_b6,Precipitation_b7,Precipitation_b8,Precipitation_b9,Precipitation_b10,Precipitation_b11,Precipitation_b12,Soilwater_L2,Soilwater_L3,Soilwater_L4,Id,age,type,production,date
8,2014,27.56,23.942,2.1317,0.31351,119.55,9,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,27.651,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,24.079,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,2.0554,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,0.31168,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,166.88,0.31368,0.31898,0.33343,,,,,
9,2014,27.873,23.087,2.5205,0.27941,116.9,9,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,27.962,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,23.956,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,2.4035,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,0.31015,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,93.018,0.28057,0.28956,0.30738,,,,,
10,2014,28.235,23.669,2.5016,0.28365,183.28,9,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,28.708,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,23.059,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,2.6038,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,0.26442,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,135.02,0.28186,0.28327,0.2916,,,,,
11,2014,28.862,22.757,2.4947,0.25775,44.426,9,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,28.15,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,23.071,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,2.3579,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,0.26993,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,212.15,0.26073,0.27669,0.28139,,,,,
12,2014,28.394,22.867,2.6142,0.26597,229.41,9,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,28.444,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,22.847,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,2.5109,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,0.26315,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,228.33,0.26684,0.27609,0.2737,,,,,
1,2015,26.917,23.68,2.3017,0.30139,397.46,9,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,26.869,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,23.231,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,2.3015,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,0.28924,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,387.37,0.29733,0.28805,0.27369,,,,,
2,2015,26.462,24.037,2.3371,0.32366,419.55,9,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,26.026,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,24.338,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,2.119,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,0.35093,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,558.34,0.3199,0.3108,0.28862,,,,,
3,2015,26.333,24.494,2.0629,0.34677,497.97,9,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,26.283,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,24.479,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,2.2459,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,0.35091,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,519.29,0.34513,0.34036,0.32271,,,,,
4,2015,26.599,24.644,2.3053,0.34829,439.06,9,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,26.563,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,24.71,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,2.0252,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,0.35401,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,422.23,0.3475,0.34653,0.34692,,,,,
5,2015,27.064,24.834,2.017,0.34697,335.66,9,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,26.576,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,24.866,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,1.9166,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,0.36073,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,274.79,0.3466,0.34667,0.34758,,,,,
6,2015,27.173,24.59,2.1544,0.3354,150.53,9,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,27.016,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,24.824,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,2.0066,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,0.35116,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,212.76,0.33487,0.3351,0.34192,,,,,
7,2015,27.247,24.172,2.1431,0.32136,192.01,9,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,26.973,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,24.487,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,2.0585,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,0.34652,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,172.66,0.32071,0.32207,0.33022,,,,,
8,2015,28.373,23.467,2.1785,0.28435,34.278,9,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,27.56,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,23.942,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,2.1317,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,0.31351,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,119.55,0.28745,0.30067,0.31252,,,,,
9,2015,28.951,22.769,2.5915,0.25461,92.948,9,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,27.873,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,23.087,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,2.5205,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,0.27941,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,116.9,0.2611,0.28287,0.29331,,,,,
10,2015,29.255,22.86,2.7256,0.25178,112.9,9,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,28.235,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,23.669,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,2.5016,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,0.28365,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,183.28,0.25804,0.27974,0.28103,,,,,
11,2015,29.513,22.559,2.8102,0.24738,29.354,9,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,28.862,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,22.757,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,2.4947,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,0.25775,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,44.426,0.25343,0.27348,0.27217,,,,,
12,2015,28.695,23.5,2.8716,0.26544,204.15,9,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,28.394,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,22.867,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,2.6142,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,0.26597,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,229.41,0.26318,0.26629,0.26503,,,,,
1,2016,27.307,24.647,2.618,0.30985,260.62,9,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,26.917,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,23.68,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,2.3017,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,0.30139,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,397.46,0.30458,0.28999,0.26721,,,,,
2,2016,26.916,24.76,2.7263,0.33416,413.24,9,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,26.462,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,24.037,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,2.3371,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,0.32366,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,419.55,0.3318,0.32474,0.2982,,,,,
3,2016,27.041,25.094,2.1897,0.346,506.46,9,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,26.333,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,24.494,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,2.0629,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,0.34677,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,497.97,0.34464,0.34219,0.33364,,,,,
4,2016,27.415,25.366,2.2564,0.35026,370.83,9,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,26.599,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,24.644,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,2.3053,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,0.34829,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,439.06,0.34953,0.34919,0.34954,,,,,
5,2016,27.738,25.059,1.9894,0.32872,400.98,9,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,27.064,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,24.834,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,2.017,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,0.34697,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,335.66,0.32821,0.33115,0.3415,,,,,
6,2016,27.711,24.195,1.9272,0.31279,124.96,9,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,27.173,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,24.59,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,2.1544,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,0.3354,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,150.53,0.31193,0.31219,0.32046,,,,,
7,2016,27.632,23.868,1.9477,0.30397,137.58,9,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,27.247,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,24.172,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,2.1431,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,0.32136,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,192.01,0.3033,0.30514,0.30997,,,,,
8,2016,28.707,23.07,2.2497,0.26915,87.389,9,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,28.373,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,23.467,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,2.1785,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,0.28435,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,34.278,0.27153,0.28586,0.29756,,,,,
9,2016,28.659,22.987,2.3603,0.25921,92.104,9,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,28.951,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,22.769,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,2.5915,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,0.25461,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,92.948,0.25977,0.27113,0.28382,,,,,
10,2016,28.946,22.839,2.3881,0.2474,291.82,9,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,29.255,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,22.86,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,2.7256,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,0.25178,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,112.9,0.24781,0.25912,0.27217,,,,,
11,2016,29.068,23.174,2.4344,0.24502,40.031,9,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,29.513,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,22.559,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,2.8102,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,0.24738,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,29.354,0.24618,0.25808,0.26335,,,,,
12,2016,27.697,23.592,2.2943,0.27539,316.35,9,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,28.695,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,23.5,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,2.8716,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,0.26544,40.031,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,204.15,0.2712,0.26783,0.25943,,,,,
1,2017,26.2,24.39,2.1213,0.34251,565.09,9,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,27.307,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,24.647,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,2.618,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,0.30985,316.35,40.031,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,260.62,0.34003,0.33106,0.29658,,,,,
2,2017,26.121,24.287,2.02,0.35012,554.38,9,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,26.916,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,24.76,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,2.7263,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,0.33416,565.09,316.35,40.031,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,413.24,0.34905,0.34691,0.34179,,,,,
3,2017,26.183,24.437,1.948,0.3517,550.17,9,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,27.041,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,25.094,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,2.1897,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,0.346,554.38,565.09,316.35,40.031,291.82,92.104,87.389,137.58,124.96,400.98,370.83,506.46,0.35129,0.35158,0.35198,,,,,
4,2017,26.788,24.824,2.0501,0.35349,363.46,9,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,27.415,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,25.366,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,2.2564,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,0.35026,550.17,554.38,565.09,316.35,40.031,291.82,92.104,87.389,137.58,124.96,400.98,370.83,0.35298,0.35309,0.3545,,,,,
5,2017,27.413,24.916,2.0539,0.33903,261.24,9,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,27.738,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,25.059,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,1.9894,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,0.32872,363.46,550.17,554.38,565.09,316.35,40.031,291.82,92.104,87.389,137.58,124.96,400.98,0.33871,0.34019,0.34887,,,,,
6,2017,27.572,24.723,1.9355,0.3352,136.33,9,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,27.711,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,24.195,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,1.9272,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,0.31279,261.24,363.46,550.17,554.38,565.09,316.35,40.031,291.82,92.104,87.389,137.58,124.96,0.33447,0.33374,0.33465,,,,,
7,2017,27.541,23.418,1.9024,0.31747,53.955,9,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,27.632,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,23.868,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,1.9477,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,0.30397,136.33,261.24,363.46,550.17,554.38,565.09,316.35,40.031,291.82,92.104,87.389,137.58,0.31829,0.32377,0.33572,,,,,
8,2017,28.502,23.58,2.08,0.27522,140.29,9,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,28.707,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,23.07,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,2.2497,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,0.26915,53.955,136.33,261.24,363.46,550.17,554.38,565.09,316.35,40.031,291.82,92.104,87.389,0.27681,0.28822,0.3079,,,,,
9,2017,28.604,23.572,2.3288,0.27126,96.581,9,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,28.659,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,22.987,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,2.3603,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,0.25921,140.29,53.955,136.33,261.24,363.46,550.17,554.38,565.09,316.35,40.031,291.82,92.104,0.26966,0.27516,0.28974,,,,,
10,2017,28.66,23.361,2.6919,0.25575,208.5,9,28.604,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,28.946,23.572,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,22.839,2.3288,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,2.3881,0.27126,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,0.2474,96.581,140.29,53.955,136.33,261.24,363.46,550.17,554.38,565.09,316.35,40.031,291.82,0.2556,0.26679,0.27781,,,,,
11,2017,29.085,22.716,2.5717,0.24774,25.042,9,28.66,28.604,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,29.068,23.361,23.572,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,23.174,2.6919,2.3288,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,2.4344,0.25575,0.27126,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,0.24502,208.5,96.581,140.29,53.955,136.33,261.24,363.46,550.17,554.38,565.09,316.35,40.031,0.25107,0.26641,0.26837,,,,,
12,2017,27.948,23.375,2.4586,0.27571,264.86,9,29.085,28.66,28.604,28.502,27.541,27.572,27.413,26.788,26.183,26.121,26.2,27.697,22.716,23.361,23.572,23.58,23.418,24.723,24.916,24.824,24.437,24.287,24.39,23.592,2.5717,2.6919,2.3288,2.08,1.9024,1.9355,2.0539,2.0501,1.948,2.02,2.1213,2.2943,0.24774,0.25575,0.27126,0.27522,0.31747,0.3352,0.33903,0.35349,0.3517,0.35012,0.34251,0.27539,25.042,208.5,96.581,140.29,53.955,136.33,261.24,363.46,550.17,554.38,565.09,316.35,0.2742,0.27366,0.26308,,,,,
1,2002,26.008,24.434,1.8453,0.32984,332.64,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32597,0.31477,0.29513,,,,,
2,2002,25.774,24.734,1.9875,0.35884,279.0,10,26.008,,,,,,,,,,,,24.434,,,,,,,,,,,,1.8453,,,,,,,,,,,,0.32984,,,,,,,,,,,,332.64,,,,,,,,,,,,0.35812,0.35536,0.34368,,,,,
3,2002,25.777,24.609,1.7504,0.35886,494.39,10,25.774,26.008,,,,,,,,,,,24.734,24.434,,,,,,,,,,,1.9875,1.8453,,,,,,,,,,,0.35884,0.32984,,,,,,,,,,,279.0,332.64,,,,,,,,,,,0.35896,0.35898,0.36199,,,,,
4,2002,25.89,24.904,1.495,0.36013,465.95,10,25.777,25.774,26.008,,,,,,,,,,24.609,24.734,24.434,,,,,,,,,,1.7504,1.9875,1.8453,,,,,,,,,,0.35886,0.35884,0.32984,,,,,,,,,,494.39,279.0,332.64,,,,,,,,,,0.35991,0.35997,0.36043,,,,,
